"","X.4","X.3","X.2","X.1","X","SampleNo","NACount","NAcountno2","row","PlateNo","WellNo","SampleNo.1","match","Year","Month","Day","State","nearestCity","countryCode","Pop","Lat","Long","BoxID","latitude","longitude","flyway","flyway2","Genetic_Group","Genetic_Group2","yearSampled","monthSampled","daySampled","julianDaySampled","Transmitter","bandNumber","bandmatch","generalSampleType","newOrRecap","observerName","aliveOrDead","nestlingAge","laydateForAnalysis","howLaydateEstimated","sexBird","phaseFAC","stateProv","hallux","tarsus","tail","wing","fatScore","billDepth","culmen","mass","subterminal","cropScore","CG10_top1","CG11_phlpp1","CG12_peak1","CG13_szt2","CG14_cry1","CG15_cpne4","CG2_clock","CG3_nacc2","CG4_cpne4","CG5_scn5a","CG6_lmbr1","CG7_htr2c","CG8_npas2","CG9_npas2","lfmm1","lfmm10","lfmm12","lfmm13","lfmm14","lfmm15","lfmm2","lfmm3","lfmm4","lfmm5","lfmm6","lfmm7","lfmm8","lfmm9","lfmm11","CG1_mybbp1a","D1_80perc","D2__80perc","D3__80perc","D4__80perc","wc2.0_bio_30s_14","wc2.0_bio_30s_13","wc2.0_bio_30s_04","Latcat1","amke_CG10_top1_A","amke_CG11_phlpp1_C","amke_CG12_peak1_T","amke_CG13_szt2_A","amke_CG14_cry1_C","amke_CG15_cpne4_A","amke_CG2_clock_C","amke_CG3_nacc2_G","amke_CG4_cpne4_C","amke_CG5_scn5a_C","amke_CG6_lmbr1_C","amke_CG7_htr2c_T","amke_CG8_npas2_T","amke_CG9_npas2_T","amke_lfmm1_G","amke_lfmm10_A","amke_lfmm12_C","amke_lfmm13_T","amke_lfmm14_G","amke_lfmm15_T","amke_lfmm2_A","amke_lfmm3_T","amke_lfmm4_G","amke_lfmm5_G","amke_lfmm6_A","amke_lfmm7_A","amke_lfmm8_T","amke_lfmm9_T","amke_lfmm11","amke_CG1_mybbp1a_G","D1","D2","D3","D4"
"30",30,30,30,768,768,"16N0978",0,0,854,"JAN2019_UCLACLIPS","A8","16N0978",FALSE,2016,"MAY",29,"AK","Delta Junction","USA",2,63.947872,-145.106769,NA,63.947872,-145.106769,"west","west","AK","west",2016,"MAY",29,149,0,"159331289",FALSE,"Feathers",NA,"Ted Swem","Live",NA,NA,NA,"Female","Breeding","AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,2,0,0,2,1,2,0,-0.767853743,-0.738230998,0.900675833,-1.184485925,5,56,1433.868469,"(43.7,67.6]",0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,2,0,0,2,1,2,0,-1.0631667405343,0.496298759957093,0.32335186360264,-0.279409976762007
"31",31,31,31,769,769,"16N0981",0,0,960,"4","A10","16N0981",FALSE,2016,"JUL",4,"AK","Delta Junction","USA",2,63.947872,-145.106769,NA,63.947872,-145.106769,"west","west","AK","west",2016,"JUL",4,185,0,"152392413",FALSE,"Feathers",NA,"Ted Swem","Live",NA,NA,NA,"Male","Nestling","AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1.109348955,1.149038733,1.038421354,1.272052407,5,56,1433.868469,"(43.7,67.6]",2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0.785658012058472,-0.428236675243084,0.978971754977206,0.799518891754941
"32",32,32,32,770,770,"16N0980",0,0,959,"4","A9","16N0980",FALSE,2016,"JUL",4,"AK","Delta Junction","USA",2,63.947872,-145.106769,NA,63.947872,-145.106769,"west","west","AK","west",2016,"JUL",4,185,0,"152392409",FALSE,"Feathers",NA,"Ted Swem","Live",NA,NA,NA,"Male","Nestling","AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,2,2,0,1,0,2,2,0,0.854944622,-0.204236932,-0.005040063,1.409788453,5,56,1433.868469,"(43.7,67.6]",2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,2,2,0,1,0,2,2,0,1.17022392852899,-1.62800192613992,0.618481604802293,0.166639929134998
"33",33,33,33,771,771,"17N02286",0,0,961,"4","E6","17N02286",FALSE,2017,"JUL",9,"AK","Delta Junction","USA",2,63.96095,-145.08978,"",63.96095,-145.08978,"west","west","AK","west",2017,"JUL",9,190,0,"152392462`",NA,"Blood","New","Ted Swem","",30,120,"","Male","Nestling","AK","","","","","","","","","","",2,0,2,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,0,1,1,1,0,2,0,0,0,0,1.369000118,1.032854733,-0.897560769,0.301768734,4,57,1438.75965,"(43.7,67.6]",2,0,2,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,0,1,1,1,0,2,0,0,0,0,1.49660939914592,-0.230519790228168,1.12958655433664,0.34098360339629
"34",34,34,34,766,766,"17N02289",0,0,964,"4","E9","17N02289",FALSE,2017,"JUL",19,"AK","Delta Junction","USA",2,63.98023,-145.12703,"",63.98023,-145.12703,"west","west","AK","west",2017,"JUL",19,200,0,"152392465",NA,"Blood","New","Ted Swem","",16,144,"","Female","Nestling","AK","","","","","","","","","","",2,0,2,1,0,1,0,0,0,0,0,1,2,0,0,2,0,0,2,0,1,2,1,2,2,1,2,1,2,0,1.184166544,-0.088387357,0.675216996,1.804899954,4,57,1441.146691,"(43.7,67.6]",2,0,2,1,0,1,0,0,0,0,0,1,2,0,0,2,0,0,2,0,1,2,1,2,2,1,2,1,2,0,1.50362746180115,-1.01011881179234,0.980113826368512,0.945659262536626
"35",35,35,35,765,765,"17N02290",0,0,965,"4","E10","17N02290",FALSE,2017,"JUN",29,"AK","Delta Junction","USA",2,64.01865,-145.13594,"",64.01865,-145.13594,"west","west","AK","west",2017,"JUN",29,180,0,"152392445",NA,"Blood","New","Ted Swem","",16,124,"","Female","Nestling","AK","","","","","","","","","","",2,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,2,1,1,2,1,0,0,0,1,2,1,0,0,1.203849334,0.98500213,-0.291298158,1.246047743,6,57,1452.062022,"(43.7,67.6]",2,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,2,1,1,2,1,0,0,0,1,2,1,0,0,0.785658012058472,-0.428236675243084,0.978971754977206,0.799518891754941
"36",36,36,36,758,758,"18N01383",0,0,936,"JAN2019_UCLACLIPS","H6","18N01383",FALSE,2018,"JUL",12,"AK","AK1","USA",3,67.61558,-149.79308,NA,67.61558,-149.79308,"west","west","AK","west",2018,"JUL",12,193,0,"201801678",FALSE,"Feathers",NA,"Erica Craig","Dead",NA,NA,NA,"Unknown","Nestling","AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,1,1,1,0,2,1,1,1,1,0,0,2,0,0,-1.384236645,-1.971828803,-1.174193512,-1.281883539,9,52,1448.961743,"(43.7,67.6]",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,1,1,1,0,2,1,1,1,1,0,0,2,0,0,-1.34631858023808,-0.0560067762769226,-1.50400397233761,0.00233266311903113
"37",37,37,37,759,759,"18N01380",0,0,933,"JAN2019_UCLACLIPS","H3","18N01380",FALSE,2018,"JUL",12,"AK","AK1","USA",3,67.61558,-149.79308,NA,67.61558,-149.79308,"west","west","AK","west",2018,"JUL",12,193,0,"201801675",FALSE,"Feathers",NA,"Erica Craig","Dead",NA,NA,NA,"Unknown","Nestling","AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,2,1,1,0,1,2,2,1,1,1,0,0,1,0,0,-1.503948321,-1.220322931,-0.396145676,-1.286441888,9,52,1448.961743,"(43.7,67.6]",0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,2,1,1,0,1,2,2,1,1,1,0,0,1,0,0,-1.41021727412148,0.0647948255911263,-1.53266888938101,-0.17484955112092
"38",38,38,38,760,760,"18N01382",1,1,935,"JAN2019_UCLACLIPS","H5","18N01382",FALSE,2018,"JUL",12,"AK","AK1","USA",3,67.61558,-149.79308,NA,67.61558,-149.79308,"west","west","AK","west",2018,"JUL",12,193,0,"201801677",FALSE,"Feathers",NA,"Erica Craig","Dead",NA,NA,NA,"Unknown","Nestling","AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,1,0,1,0,NA,0,0,0,2,0,1,1,1,2,2,1,1,1,0,0,2,0,0,-1.677928712,-0.846208523,-0.502776684,-1.776733912,9,52,1448.961743,"(43.7,67.6]",0,1,0,0,1,0,1,1,0,1,0,NA,0,0,0,2,0,1,1,1,2,2,1,1,1,0,0,2,0,0,-1.32861289714504,1.09565806296412,-2.95486923975894,0.379418030638425
"39",39,39,39,761,761,"18N01381",4,4,934,"JAN2019_UCLACLIPS","H4","18N01381",FALSE,2018,"JUL",12,"AK","AK1","USA",3,67.61558,-149.79308,NA,67.61558,-149.79308,"west","west","AK","west",2018,"JUL",12,193,0,"201801676",FALSE,"Feathers",NA,"Erica Craig","Dead",NA,NA,NA,"Unknown","Nestling","AK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,0,0,NA,1,1,NA,0,0,0,0,1,2,0,0,1,0,2,1,0,2,0,2,NA,1,0,0,-1.030229564,-0.848931558,1.388994933,-1.153640288,9,52,1448.961743,"(43.7,67.6]",0,1,NA,0,0,0,NA,1,1,NA,0,0,0,0,1,2,0,0,1,0,2,1,0,2,0,2,NA,1,0,0,-0.857789864341343,-0.569508145444446,-2.10709866761531,-1.07995527198336
"59",59,59,59,1312,1312,"18N00160",1,0,613,"MISC1","E1","18N00160",FALSE,2018,"JUN",2,"AZ","Yuma","USA",10,32.98791,-114.48627,NA,32.98791,-114.48627,"west","west","west","west",2018,"JUN",2,153,0,"183347562",FALSE,"Feathers","New","Kyle McCarty","Live",20,93,"Based on nestling age","Male","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,NA,-1.338792246,-1.582624805,0.105007455,-0.004536914,1,15,773.8055561,"(24.5,33.9]",0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,NA,-1.40721039937046,-0.449128300851492,-0.0530503386700828,-0.886568975312735
"60",60,60,60,1313,1313,"18N00159",1,0,614,"MISC1","E2","18N00159",FALSE,2018,"JUN",1,"AZ","Yuma","USA",10,32.98791,-114.48627,NA,32.98791,-114.48627,"west","west","west","west",2018,"JUN",1,152,0,"183347561",FALSE,"Feathers","New","Kyle McCarty","Live",20,92,"Based on nestling age","Female","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,0,0,2,0,0,1,2,1,2,1,0,2,2,0,0,0,2,0,1,2,0,0,NA,0.39523897,0.077448185,0.438616483,0.463417845,1,15,773.8055561,"(24.5,33.9]",0,0,1,1,0,1,0,0,0,2,0,0,1,2,1,2,1,0,2,2,0,0,0,2,0,1,2,0,0,NA,-0.247723751181201,0.452241190453162,0.0459727295847328,-0.792166904492347
"61",61,61,61,1427,1427,"17N02117",3,3,1556,"3","B12","17N02117",FALSE,2017,"MAY",13,"AZ","Chandler","USA",11,33.234452,-111.685929,NA,33.234452,-111.685929,"west","west","west","west",2017,"MAY",13,133,0,"183347509",FALSE,"Feathers","New","Kurt Licence","Live",18,75,"Based on nestling age","Male","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,0,0,2,0,0,NA,0,2,1,0,1,0,1,0,2,2,1,1,NA,0,0,0,2,1,0,0,0.793887841,-1.315549589,0.717269178,-0.831752954,2,35,792.8500403,"(24.5,33.9]",2,2,NA,0,0,0,2,0,0,NA,0,2,1,0,1,0,1,0,2,2,1,1,NA,0,0,0,2,1,0,0,0.56863848939317,-0.905910520287887,-0.0229188251391065,-0.842185092864763
"65",65,65,65,1387,1387,"17N02108",6,6,1548,"3","B3","17N02108",FALSE,2017,"MAY",27,"AZ","Phoenix","USA",13,33.377804,-112.030336,NA,33.377804,-112.030336,"west","west","west","west",2017,"MAY",27,147,0,"183347512",FALSE,"Feathers","New","Kurt Licence","Live",31,76,"Based on nestling age","Female","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,0,0,NA,0,0,NA,0,NA,1,1,0,1,1,0,1,0,0,0,NA,2,2,2,NA,1,0,0,1.034632885,0.288244674,-0.756041752,-0.413158492,2,30,803.292946,"(24.5,33.9]",2,0,NA,0,0,0,NA,0,0,NA,0,NA,1,1,0,1,1,0,1,0,0,0,NA,2,2,2,NA,1,0,0,0.912679774077668,0.0395100163858495,0.353480779684456,-0.235030284153046
"66",66,66,66,1429,1429,"17N02110",0,0,1550,"3","B5","17N02110",FALSE,2017,"MAY",27,"AZ","Phoenix","USA",14,33.393224,-111.51132,NA,33.393224,-111.51132,"west","west","west","west",2017,"MAY",27,147,0,"183347514",FALSE,"Feathers","New","Kurt Licence","Live",31,76,"Based on nestling age","Female","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2,0,0,1,1,0,2,0,2,2,0,0,1.425326022,-0.298166191,1.02010238,0.684351406,3,43,798.2038439,"(24.5,33.9]",1,0,2,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2,0,0,1,1,0,2,0,2,2,0,0,1.04696745460805,-0.0779857014584182,0.30717410841196,-0.387984554955295
"67",67,67,67,1428,1428,"17N02109",4,4,1549,"3","B4","17N02109",FALSE,2017,"MAY",27,"AZ","Phoenix","USA",15,33.393236,-111.615452,NA,33.393236,-111.615452,"west","west","west","west",2017,"MAY",27,147,0,"183347513",FALSE,"Feathers","New","Kurt Licence","Live",31,76,"Based on nestling age","Female","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,0,1,NA,0,2,0,1,1,2,1,1,0,1,1,0,NA,0,0,2,1,2,2,1,0.390023372,-0.227795769,1.212743306,-0.095567254,2,39,781.8542103,"(24.5,33.9]",2,NA,NA,0,0,0,0,0,1,NA,0,2,0,1,1,2,1,1,0,1,1,0,NA,0,0,2,1,2,2,1,0.483762908373649,-0.960868849439094,-0.630070268533404,-1.7519992169681
"68",68,68,68,1426,1426,"17N02112",0,0,1552,"3","B7","17N02112",FALSE,2017,"MAY",27,"AZ","Phoenix","USA",16,33.393825,-111.719279,NA,33.393825,-111.719279,"west","west","west","west",2017,"MAY",27,147,0,"183347516",FALSE,"Feathers","New","Kurt Licence","Live",28,79,"Based on nestling age","Male","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,1,0,0,1,0,2,0,1,1,1,1,0,1,1,1,1,0,2,0,0,1,1,2,0,1.428266636,0.707232014,0.759214506,-1.572936487,2,34,776.0608532,"(24.5,33.9]",2,0,1,0,0,0,1,0,0,1,0,2,0,1,1,1,1,0,1,1,1,1,0,2,0,0,1,1,2,0,0.962988504500262,0.757416130279193,0.271853686649639,-0.752741794171095
"69",69,69,69,1380,1380,"17N02120",0,0,1559,"3","C3","17N02120",FALSE,2017,"MAY",13,"AZ","Phoenix","USA",17,33.39952,-112.099338,NA,33.39952,-112.099338,"west","west","west","west",2017,"MAY",13,133,0,"183347507",FALSE,"Feathers","New","Kurt Licence","Live",31,62,"Based on nestling age","Female","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,2,1,2,1,1,2,2,0,2,2,0,0,0.633938603,0.743778326,-1.028941915,0.69192724,2,30,803.766687,"(24.5,33.9]",2,1,2,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,2,1,2,1,1,2,2,0,2,2,0,0,1.14955886555874,-0.662023724594136,-0.726434198647015,0.445544029037376
"74",74,74,74,1418,1418,"17N02121",0,0,1560,"3","C4","17N02121",FALSE,2017,"MAY",6,"AZ","Phoenix","USA",19,33.433939,-111.875299,NA,33.433939,-111.875299,"west","west","west","west",2017,"MAY",6,126,0,"183347501",FALSE,"Feathers","New","Kurt Licence","Live",25,61,"Based on nestling age","Male","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,0,0,1,2,1,1,0,2,1,0,2,0,0,0,0,0,0,2,1,1,0,0,1.369000118,1.032854733,-0.897560769,0.301768734,2,30,773.95677,"(24.5,33.9]",2,0,2,0,0,0,0,0,0,0,1,2,1,1,0,2,1,0,2,0,0,0,0,0,0,2,1,1,0,0,1.49660939914592,-0.230519790228168,1.12958655433664,0.34098360339629
"75",75,75,75,1424,1424,"17N02100",14,14,1544,"2","B6","17N02100",FALSE,2017,"JUN",10,"AZ","Phoenix","USA",19,33.437209,-111.787932,NA,33.437209,-111.787932,"west","west","west","west",2017,"JUN",10,161,0,"183347529",FALSE,"Feathers","New","Kurt Licence","Live",31,90,"Based on nestling age","Male","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,NA,NA,1,0,NA,0,NA,0,0,1,NA,NA,NA,NA,2,NA,1,NA,NA,2,2,NA,1,0,0,0.883892453,0.006483269,0.666809161,-0.744808265,2,32,767.0605144,"(24.5,33.9]",2,0,NA,NA,0,NA,NA,1,0,NA,0,NA,0,0,1,NA,NA,NA,NA,2,NA,1,NA,NA,2,2,NA,1,0,0,0.930385457170711,1.19117485562689,-1.09738448773688,0.142055083366348
"76",76,76,76,1419,1419,"17N02119",0,0,1558,"3","C2","17N02119",FALSE,2017,"MAY",13,"AZ","Phoenix","USA",19,33.444407,-111.856868,NA,33.444407,-111.856868,"west","west","west","west",2017,"MAY",13,133,0,"183347506",FALSE,"Feathers","New","Kurt Licence","Live",20,73,"Based on nestling age","Female","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,1,1,1,0,0,0,2,2,2,1,2,0,0.95340063,1.088236232,-1.445362098,1.34773281,2,31,771.450331,"(24.5,33.9]",1,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,1,1,1,0,0,0,2,2,2,1,2,0,0.158735444104286,0.142371046483445,-0.452482545330456,1.56708565239836
"78",78,78,78,1370,1370,"17N02103",4,3,1546,"2","B9","17N02103",FALSE,2017,"JUN",10,"AZ","Phoenix","USA",19,33.487792,-112.186417,NA,33.487792,-112.186417,"west","west","west","west",2017,"JUN",10,161,0,"183347530",FALSE,"Feathers","New","Kurt Licence","Live",31,90,"Based on nestling age","Female","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,1,1,1,0,0,0,NA,0,2,1,1,0,2,NA,0,0,1,1,2,1,2,0,NA,2,1,NA,0,1.417230324,0.077576832,-0.735771023,0.733856073,2,29,801.7367497,"(24.5,33.9]",2,0,2,1,1,1,0,0,0,NA,0,2,1,1,0,2,NA,0,0,1,1,2,1,2,0,NA,2,1,NA,0,1.70825411235437,0.176166033784194,-1.0814307421278,0.627932705626619
"79",79,79,79,1360,1360,"17N02111",3,2,1551,"3","B6","17N02111",FALSE,2017,"MAY",27,"AZ","Phoenix","USA",19,33.493424,-112.362579,NA,33.493424,-112.362579,"west","west","west","west",2017,"MAY",27,147,0,"183347515",FALSE,"Feathers","New","Kurt Licence","Live",31,76,"Based on nestling age","Female","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,1,1,0,NA,0,2,1,0,0,2,1,0,1,0,2,0,0,0,0,1,0,0,2,NA,0.689527137,-1.372563447,0.806244615,-0.500035472,2,29,814.8870668,"(24.5,33.9]",1,1,NA,1,0,0,1,1,0,NA,0,2,1,0,0,2,1,0,1,0,2,0,0,0,0,1,0,0,2,NA,-0.0582864527126743,-0.335309322696207,-1.45437572289593,-0.0746225220603563
"80",80,80,80,1378,1378,"17N02118",1,1,1557,"3","C1","17N02118",FALSE,2017,"MAY",13,"AZ","Phoenix","USA",19,33.494908,-112.134213,NA,33.494908,-112.134213,"west","west","west","west",2017,"MAY",13,133,0,"183347508",FALSE,"Feathers","New","Kurt Licence","Live",31,62,"Based on nestling age","Male","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,NA,2,1,0,0,0,1,1,0,1,1,1,1,2,0,1,2,0,2,1,0,2,1,2,0,1.018431003,0.266647692,0.163875248,0.524974445,2,30,800.611859,"(24.5,33.9]",2,0,1,1,0,NA,2,1,0,0,0,1,1,0,1,1,1,1,2,0,1,2,0,2,1,0,2,1,2,0,0.78265113730745,0.0856864511995341,-0.500646795733725,1.51123831594676
"81",81,81,81,1382,1382,"17N02115",6,6,1555,"3","B10","17N02115",FALSE,2017,"MAY",13,"AZ","Phoenix","USA",19,33.509513,-112.086903,NA,33.509513,-112.086903,"west","west","west","west",2017,"MAY",13,133,0,"183347505",FALSE,"Feathers","New","Kurt Licence","Live",19,74,"Based on nestling age","Female","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,0,NA,NA,0,0,NA,0,NA,1,1,1,0,1,1,2,2,2,0,0,0,0,2,NA,1,0,0,1.078847169,0.856048888,0.040045988,-0.568588826,2,30,796.5820879,"(24.5,33.9]",2,0,NA,0,0,NA,NA,0,0,NA,0,NA,1,1,1,0,1,1,2,2,2,0,0,0,0,2,NA,1,0,0,0.912679774077668,0.0395100163858495,0.353480779684456,-0.235030284153046
"82",82,82,82,1415,1415,"17N02114",3,3,1554,"3","B9","17N02114",FALSE,2017,"MAY",13,"AZ","Phoenix","USA",19,33.52391,-111.900182,NA,33.52391,-111.900182,"west","west","west","west",2017,"MAY",13,133,0,"183347504",FALSE,"Feathers","New","Kurt Licence","Live",18,75,"Based on nestling age","Male","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,1,0,NA,2,0,NA,0,2,1,1,0,1,0,0,2,2,2,1,1,1,0,2,1,1,0,1,1.021962617,0.561738471,-1.27656861,-0.646948624,2,32,770.8716958,"(24.5,33.9]",2,0,NA,0,1,0,NA,2,0,NA,0,2,1,1,0,1,0,0,2,2,2,1,1,1,0,2,1,1,0,1,0.970564718998166,0.946554575255252,-2.57709113939445,1.36559065085735
"83",83,83,83,1364,1364,"17N02113",1,1,1553,"3","B8","17N02113",FALSE,2017,"MAY",20,"AZ","Phoenix","USA",19,33.551162,-112.281196,NA,33.551162,-112.281196,"west","west","west","west",2017,"MAY",20,140,0,"183347510",FALSE,"Feathers","New","Kurt Licence","Live",31,69,"Based on nestling age","Male","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,0,2,0,0,NA,1,2,1,1,0,1,1,1,2,1,1,0,1,2,0,0,0,1,0,0,1.70995525,-0.102836703,-0.349187184,-1.389408149,2,29,809.0158303,"(24.5,33.9]",2,0,1,1,0,0,2,0,0,NA,1,2,1,1,0,1,1,1,2,1,1,0,1,2,0,0,0,1,0,0,0.901099277999409,0.489450822670741,0.488318781601858,-0.668055913347348
"85",85,85,85,1381,1381,"17N02107",1,1,1547,"2","B10","17N02107",FALSE,2017,"MAY",27,"AZ","Phoenix","USA",19,33.567586,-112.093687,NA,33.567586,-112.093687,"west","west","west","west",2017,"MAY",27,147,0,"183347511",FALSE,"Feathers","New","Kurt Licence","Live",31,76,"Based on nestling age","Male","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,0,0,1,1,0,2,1,2,NA,0,1,0,1,0,0,1,1,2,1,0,0,0,0.941600105,2.224936039,-0.490645278,0.051854427,2,30,788.3453743,"(24.5,33.9]",1,0,1,0,0,1,0,1,0,0,1,1,0,2,1,2,NA,0,1,0,1,0,0,1,1,2,1,0,0,0,0.161792187880782,1.23217435851988,-0.289023917330073,0.799640461275512
"86",86,86,86,1413,1413,"17N02101",14,14,1545,"2","B7","17N02101",FALSE,2017,"JUN",10,"AZ","Phoenix","USA",19,33.671831,-111.907506,NA,33.671831,-111.907506,"west","west","west","west",2017,"JUN",10,161,0,"183347531",FALSE,"Feathers","New","Kurt Licence","Live",28,93,"Based on nestling age","Male","Nestling","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,NA,NA,0,0,NA,0,NA,0,0,0,NA,NA,0,NA,1,NA,0,NA,NA,0,NA,NA,1,0,0,0.779103056,-0.5010757,1.714414222,-1.004739711,4,40,772.2296558,"(24.5,33.9]",2,NA,NA,0,0,NA,NA,0,0,NA,0,NA,0,0,0,NA,NA,0,NA,1,NA,0,NA,NA,0,NA,NA,1,0,0,0.675360356971301,-0.0318164527356227,0.0999332527900316,-1.02503223231618
"106",106,106,106,1016,1016,"18N00279",0,0,112,"AMKE_B1","B6","18N00279",FALSE,2018,"APR",26,"CA","CA10","USA",23,33.3343,-117.3139,"CA10",33.3343,-117.3139,"west","west","west","west",2018,"APR",26,115,0,"183337573",FALSE,"Feathers","New","Aislinn Johns","Live",NA,87,"first instance of egg","Male","Breeding","CA","10.09","32.41","116","184","2","8.6","11.7","122","32","0",0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,2,0,1,2,1,2,0,2,1,0,0,-0.704136323,-0.833138312,-0.669124715,0.286020444,1,59,389.057709,"(24.5,33.9]",0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,2,0,1,2,1,2,0,2,1,0,0,-0.120299048451866,-1.38143017137105,-2.23032287258068,-0.954122822564791
"107",107,107,107,1017,1017,"18N00280",0,0,111,"AMKE_B1","B5","18N00280",FALSE,2018,"APR",26,"CA","CA10","USA",23,33.3343,-117.3139,"CA10",33.3343,-117.3139,"west","west","west","west",2018,"APR",26,115,0,"183337574",FALSE,"Feathers","New","Aislinn Johns","Live",NA,87,"first instance of egg","Female","Breeding","CA","10.16","34.1","120","191","1","9.43","12.77","134",NA,"0",0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,2,2,0,0,1,0,0,-1.195828781,0.450434997,-0.125290745,0.298869809,1,59,389.057709,"(24.5,33.9]",0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,2,2,0,0,1,0,0,-1.21978467513203,-0.0516123327667624,1.05922321521981,0.938216652491608
"108",108,108,108,1018,1018,"18N00305",3,3,190,"AMKE_B2","A2","18N00305",FALSE,2018,"MAY",30,"CA","CA10","USA",23,33.3343,-117.3139,"CA10",33.3343,-117.3139,"west","west","west","west",2018,"MAY",30,150,0,"183359562",FALSE,"Feathers","New","Julie Heath","Live",NA,87,"first instance of egg","Female","Nestling","CA","8.46","34.97","40","99","0","9.15","10.5","133.7",NA,"0",0,NA,NA,NA,0,0,0,0,1,0,0,2,2,2,1,0,1,0,2,1,0,1,1,2,2,0,2,2,0,0,-0.856767986,-1.409384504,-0.414015881,1.61413755,1,59,389.057709,"(24.5,33.9]",0,NA,NA,NA,0,0,0,0,1,0,0,2,2,2,1,0,1,0,2,1,0,1,1,2,2,0,2,2,0,0,-0.933218694969503,-2.27797742679876,0.0484589267235077,-0.0986213371009647
